predictions,test
0.6383163409988479,-1.0
16.803183564141683,-7.0
7.369464121137591,-6.0
28.735054451623824,-5.0
3.5046171760374634,0.0
-10.01471575806671,7.0
0.8159252040151346,2.0
8.56637962629866,-10.0
8.927870479227629,20.0
24.102550857838537,5.0
3.99581152098114,26.0
7.2597639369305735,-8.0
12.994322099575443,5.0
-3.6004119893819206,-3.0
20.378190126692964,29.0
-10.131197243023802,-2.0
14.481196687454345,-4.0
15.704890227690163,46.0
2.318221651044338,9.0
-4.691121313320835,-2.0
-12.042869339833397,3.0
16.602639131704848,17.0
4.079805445739191,-1.0
5.639068570327774,-5.0
7.560821074979694,90.0
-4.374393364491047,-4.0
13.511616424670828,12.0
7.228484824668612,-1.0
13.058024461136855,15.0
22.676929766949478,-2.0
-2.279564618900584,-1.0
6.780913895247139,6.0
3.3041549355962525,11.0
10.760935888278432,14.0
-10.47330713524292,-5.0
12.841805595956616,-1.0
-2.391615189715324,-2.0
-5.715864587217149,-3.0
25.963909222219037,16.0
22.880987723535178,73.0
17.498306807002677,-2.0
10.5463218878464,0.0
-6.612464148822937,-8.0
10.609718061155558,66.0
9.399394420780238,318.0
-1.8036550429766491,-8.0
8.39235681972337,17.0
-4.358081148481051,-2.0
-0.9517317247009385,3.0
-5.827641035077942,12.0
24.841123312961862,249.0
15.091566032551567,-4.0
27.91992831282856,-1.0
-5.81436871834914,-7.0
-0.09216925367549411,4.0
6.984732148273709,-3.0
-2.7331589121177604,-1.0
-9.551673216775887,-6.0
17.734679188546032,85.0
5.822644928089142,-1.0
6.339959071803195,31.0
11.817128539691307,26.0
7.071801085003219,-4.0
-12.391855256144785,-1.0
1.7156334862163263,2.0
15.048515635419042,-1.0
26.27536135024947,0.0
8.030104059703135,-1.0
-3.2007501551970865,-5.0
-4.058567245688678,17.0
9.527904947682636,-4.0
13.185465829511832,27.0
27.545906273875012,52.0
-9.248184537173163,-2.0
11.024601858400317,47.0
-1.5733669700868638,11.0
9.648997165239397,5.0
10.49859410173497,134.0
22.491608565744208,15.0
-4.565535726853181,-1.0
10.612899937236168,0.0
3.3038507303107663,44.0
0.39941930364384026,-5.0
10.444181746478426,44.0
15.863786334172053,-10.0
-4.014596450264262,-3.0
7.542501577576557,947.0
6.752592959168609,0.0
20.779497650667473,22.0
-0.8466342154634972,-1.0
9.156901946472182,-7.0
-0.505184285591572,-3.0
0.5295981879253828,-4.0
9.321434371821754,-6.0
-5.888071670975611,-2.0
10.16992642660796,7.0
13.64518830490922,3.0
11.993323003589056,2.0
6.742873998179137,26.0
-0.022844590458796166,24.0
19.388138828269817,1.0
5.036410788486068,60.0
-3.319076634536606,-3.0
-0.07265295673252448,6.0
14.179609053182203,13.0
-2.5790207851791185,2.0
7.758444610953733,21.0
8.47601785902319,-6.0
4.814060770469746,-1.0
-2.524464395293098,1.0
10.325521079644982,19.0
3.4540439229603406,-9.0
5.181912562956079,-3.0
9.605264684916275,77.0
-1.5506407078060238,-5.0
11.625572699130348,-1.0
13.871822336410029,-10.0
-2.5393397429628477,-1.0
-2.8657696798883885,4.0
14.530819373629472,-7.0
19.960506615665025,6.0
22.848540771958255,37.0
-8.880973755600515,2.0
13.478248586088403,-8.0
13.528129148761385,0.0
-6.711716496126641,-2.0
-11.462624982473193,-8.0
23.100105390047922,48.0
3.878148089969815,-3.0
13.940645341199128,-3.0
-13.524560447726785,59.0
-4.535502940655201,-3.0
10.116010976313103,4.0
27.082891143707847,-11.0
2.000257888865751,1.0
11.67700123024682,2.0
9.249174949217876,-2.0
3.662265868049994,2.0
-2.1958501514041684,-7.0
11.5861339521052,1.0
12.851115989309859,41.0
10.36196032414963,-3.0
-1.0128949353485326,-7.0
20.573826914756822,69.0
8.82396983940506,2.0
-11.172329133623887,-1.0
-8.99848402242388,18.0
-9.109030193206685,160.0
-5.447171971032366,-4.0
10.833638251510362,-8.0
19.121273418929874,-4.0
16.052573120733655,2.0
22.030932903204622,0.0
0.2311096905607921,43.0
-14.71204316082918,-3.0
16.496609925346505,17.0
10.224547809528534,-1.0
16.665495247888437,7.0
20.30713293299921,100.0
11.383116894542132,-3.0
21.39091310703234,-6.0
5.341929938850749,19.0
32.612967953703986,12.0
16.346230049930874,160.0
19.79594972134614,-15.0
1.5187760795478438,-1.0
-2.923857037404102,21.0
14.22981118840657,0.0
3.69483067290067,-6.0
5.010215908466352,-3.0
10.019598302614682,1.0
1.0698657688343758,-4.0
17.962448661256374,-2.0
14.762331772210311,24.0
-1.5647701998163015,-6.0
-1.3018724817995626,0.0
7.008719079148362,48.0
-17.452685319078668,0.0
20.954083513354085,-6.0
-2.8418281745024982,-5.0
-10.07220139253282,-5.0
10.25747741899736,6.0
-0.9124626261643756,-6.0
25.862593978218634,69.0
-0.7141425517623068,-3.0
17.41239352861129,5.0
4.33985420515354,-1.0
3.3610001536782113,10.0
9.587135564601086,22.0
2.584042049051895,15.0
10.024166276420333,14.0
16.02123466187465,52.0
20.353652037054424,0.0
-3.0105563543890534,-1.0
11.376722835841361,5.0
13.214255004045688,-7.0
15.662344826169674,8.0
-2.0247394334488455,1.0
8.927285188434398,1.0
14.522134498812742,52.0
14.093472158909924,-10.0
-1.8103275065441222,-7.0
-0.3545169975515452,16.0
10.037165425639385,111.0
-1.6053580129484726,-4.0
9.985472276604241,-3.0
1.8727582046321052,-2.0
24.88904183432483,60.0
22.431886859473764,9.0
9.434371287601762,38.0
6.337498894694836,-5.0
3.745464373304973,0.0
14.984973470726553,111.0
10.18916671286408,-2.0
6.3344621549685876,-5.0
-4.286985903274254,-6.0
25.68751628616303,242.0
13.51297171888884,-3.0
3.0109570949768063,-6.0
0.9598679826700618,-4.0
-8.156150570916505,-2.0
7.0135602100644014,-3.0
22.61209927081432,0.0
4.150697200141432,3.0
4.937692496921839,-2.0
19.71770468029017,0.0
12.74860899853576,0.0
10.81208882383304,-2.0
31.90289251352023,61.0
11.97119028984785,2.0
2.513982778034303,39.0
19.794487238160052,9.0
-9.391094129254935,3.0
4.683364265038515,-4.0
4.165470549331581,-2.0
11.133946530224659,0.0
2.532168515489838,71.0
30.16116190596547,39.0
2.695987495836272,-8.0
-16.305306875898403,52.0
10.482030222584859,17.0
19.94005190703824,21.0
9.336562637012833,-5.0
2.8828046673527776,-2.0
3.326196482263488,121.0
8.997812480352762,-5.0
7.014088492443889,2.0
11.717639842360828,-4.0
-16.637262089397353,-1.0
2.0157962027919076,21.0
21.215275065214392,6.0
20.964383861100956,0.0
3.656599166835684,27.0
8.004335543462096,-4.0
27.886353249067277,47.0
2.839369729637811,-8.0
3.5551504304384265,-5.0
9.432773772306046,-8.0
-1.380312184622573,3.0
15.691999562131896,2.0
2.30024400575691,57.0
23.02279430828642,-2.0
7.087268689690802,-10.0
14.169775285507294,3.0
9.362429197078889,30.0
-1.8570771499050687,-3.0
28.889162354066166,3.0
13.42771667973671,-4.0
22.9416141927719,29.0
16.212421727312012,13.0
-4.043747497376435,-6.0
13.123280178896836,0.0
11.400217714540789,-10.0
12.534196460600567,2.0
23.75404880241441,-13.0
10.475059113774675,-6.0
10.808778720545783,46.0
13.8881968939168,23.0
9.152338573234612,24.0
14.382232437750444,0.0
18.271503275267534,29.0
27.851029733242058,0.0
-0.062370482360279755,-3.0
-4.124894231910879,0.0
38.01567920106809,37.0
5.312035852791494,-5.0
-7.832694539478276,20.0
10.163242368001795,-1.0
11.902863335379637,41.0
16.81727113003774,-6.0
2.628907455456746,-4.0
1.3775027810510636,-4.0
4.541022207800286,-1.0
-5.8608007834251925,4.0
-0.2721797175480214,-3.0
-3.1166674325587973,-5.0
0.6082483235943448,147.0
30.309867385935057,-7.0
16.37372054908075,43.0
13.32393596459981,-4.0
20.163165226929912,-3.0
7.42607732684583,-5.0
21.74888455804375,-2.0
22.561451114049873,9.0
7.576882606365086,70.0
22.222031311159654,10.0
2.4168830055942525,29.0
2.4397095345675863,-5.0
9.878217011789749,13.0
-1.0430935255514493,-3.0
8.450634308353024,-5.0
-5.3678097586106475,-4.0
-11.003061817753117,-5.0
6.338960646878972,-4.0
11.711668998877094,-7.0
9.352371024529775,-4.0
1.6779465951749923,81.0
3.381107133738144,0.0
-2.575799964143472,-5.0
15.088566595831628,39.0
17.273385221578735,-3.0
-0.6081975224470764,2.0
1.5001776719581628,4.0
17.053766079299244,20.0
23.77586265425665,76.0
11.203435567953571,3.0
-3.907446908367277,4.0
1.8672005356265986,10.0
17.045950370841098,76.0
5.3904461402346175,-5.0
5.228155026465691,15.0
-5.147067999788181,-1.0
7.9461896934551675,0.0
8.313671871425429,-2.0
21.98312869810068,157.0
1.5395307104430458,-3.0
14.650216388084209,-3.0
9.833420322507056,-3.0
24.616710681656805,-4.0
4.3717389579479216,-8.0
9.566312722976788,35.0
-5.909670702363805,-6.0
0.3508305638027145,-7.0
8.960075873897548,-3.0
0.18973957735931046,-9.0
9.212453335612668,19.0
13.00702428340597,-2.0
-6.593667254323881,0.0
6.088611709260132,-6.0
25.833126159784108,18.0
2.554997323499845,1.0
1.3153528601159046,-5.0
17.95711785051067,6.0
6.421935596074077,119.0
-8.952624207443398,8.0
30.118603780501793,6.0
37.825305353524584,14.0
23.266982424254856,-14.0
25.005498864064556,-1.0
23.313766392974564,-4.0
14.414691844507798,29.0
0.23804436044167154,-4.0
-2.1954167402876257,41.0
10.423470810983419,-4.0
4.905179956285174,0.0
-9.983302457613195,-5.0
-5.638386734356665,-10.0
-9.197259089606948,15.0
9.299304430751102,23.0
16.676277113454418,-2.0
1.8880848211967614,-2.0
17.145195838159843,7.0
2.719353275584602,-3.0
3.7181648757016443,2.0
8.207886037795012,-8.0
20.65647371854476,43.0
17.010414030687556,7.0
6.839806916668945,6.0
4.40508839872126,-5.0
9.522729541777986,15.0
8.740344009378399,4.0
19.91633680335824,-4.0
-1.8809547182473974,-5.0
12.54740169648073,30.0
-3.143954542055866,-1.0
-1.5306931925482863,4.0
13.16296655704326,-6.0
15.883648029476182,14.0
4.80341637118703,167.0
5.904016639056602,-4.0
15.984883225269774,4.0
17.109491509082062,-13.0
8.190481495067376,117.0
-10.954250801902312,-7.0
-3.733071176548199,-3.0
3.0664154779140897,-6.0
-5.72554276725152,41.0
30.153362421953354,50.0
7.948811805372857,-6.0
12.781853211906649,23.0
36.10274769276866,-4.0
0.38403630588380144,-3.0
7.014187274338667,-2.0
16.0293588447611,3.0
11.199377416630155,-8.0
11.460255825016416,27.0
17.646580716047637,1.0
8.907425288759237,0.0
11.209360008021944,-4.0
0.1166373512725567,-1.0
23.303244997250857,34.0
11.878415134631446,-3.0
9.094285094127317,-1.0
14.80356224790132,35.0
23.47221468124222,-3.0
-8.0030670233613,-2.0
0.6299416487287388,16.0
-9.831853079611992,0.0
12.637369195403997,12.0
15.205800614663248,19.0
-0.4614709814123463,-2.0
0.4299580498840596,-5.0
16.76093667238326,-3.0
-1.773929112951844,30.0
-3.2156277850262893,-5.0
-11.495345901397044,1.0
14.059166968817843,4.0
12.047906252444664,14.0
1.9694920838548713,1.0
-0.14570078244211704,-2.0
20.73763055240329,24.0
8.64969200347722,25.0
0.7415646175313091,59.0
4.193317704519763,26.0
6.201245315005284,34.0
14.548005205941065,97.0
6.051049119096289,-4.0
3.239593371801428,-10.0
12.334682262364911,6.0
0.5870482567085324,4.0
-4.65036642572205,108.0
3.709387983533885,-1.0
-2.776127167398825,905.0
24.639877090672222,118.0
11.022741087115078,4.0
21.85786605797815,9.0
15.621001526306122,-1.0
24.912815605333194,52.0
17.453589857950895,4.0
20.998120865913776,152.0
5.922758060667482,20.0
24.42118226514814,131.0
-15.2572285121964,-4.0
8.635984012082623,27.0
20.316829329846243,59.0
21.596377400240712,-3.0
10.726511589218964,2.0
12.189913606193985,-3.0
1.2217576600212645,-4.0
-3.230541683693124,-2.0
0.38042418618050355,-7.0
9.042981067761511,3.0
2.7150003508461253,-11.0
19.586942706351742,15.0
7.390082175993488,6.0
9.096386956084814,-2.0
8.65168108763513,18.0
-11.269743428114914,-4.0
-4.441352326851511,-6.0
4.854010737506943,34.0
17.095651164187146,-4.0
17.37719408926639,20.0
11.599624874856943,-8.0
12.405205321884631,-1.0
3.9635186814332037,-8.0
18.027374870884643,25.0
-7.875090777668605,-2.0
22.011916018715738,-1.0
-3.759553139919882,-7.0
-3.1078319037396236,4.0
18.935380430264992,23.0
7.233263266388951,-1.0
0.3957481891544674,0.0
12.249767566757049,12.0
20.898173165377827,-2.0
29.458057127749058,-8.0
7.324096479205275,-6.0
-4.64416156547707,-4.0
5.983536331714207,0.0
-13.343513641526062,-1.0
16.22846080248798,11.0
12.526220202527425,13.0
10.3802140039752,-2.0
-4.02783187223295,-7.0
5.575488254626665,41.0
-2.4505228443967977,-2.0
19.192763670512797,56.0
11.548687326761804,-5.0
15.802521036432308,-11.0
31.901861166415898,111.0
-10.055955134190636,2.0
5.548474983967633,6.0
14.297039999195311,20.0
-3.082331315996263,22.0
11.772882583089114,6.0
6.557374999572005,-3.0
-5.920123723426192,-4.0
-3.7946920068716383,-4.0
19.89320375617551,-4.0
-11.95557945500659,31.0
13.505300603098705,-2.0
-0.2132482395576596,57.0
-0.340880616309855,-8.0
16.777502620160334,7.0
3.3233437535502777,-1.0
8.855338034391407,-6.0
8.472378334499407,-4.0
13.880075157651616,22.0
-6.235982833223412,-1.0
-2.0207613658895163,-8.0
-0.6341320894173901,0.0
19.081826884243796,9.0
7.009534529953587,1.0
15.549430236883145,19.0
12.325988610270871,-19.0
5.787987618951854,-7.0
4.80734717812971,-7.0
19.26584340839041,35.0
2.8378963787403073,5.0
-4.828411087949472,-8.0
-3.7592405248023852,0.0
5.2697653798846815,-5.0
14.517241730198782,3.0
-0.7504973283122491,0.0
10.262556693420965,-3.0
-0.5972978799099313,6.0
-5.152740161692023,-2.0
7.522219312022328,44.0
-1.0255778424031,-8.0
2.2404445444505745,-6.0
20.39083426392186,7.0
15.048064753666923,83.0
3.8633435169875714,42.0
17.273329971423692,80.0
-5.445758084180099,-2.0
5.799628125324459,4.0
-3.1923783416085327,30.0
9.43207550176375,5.0
4.813121387959997,-3.0
-7.919106573323939,-6.0
-1.1945745605350737,47.0
-2.2539748555314176,-2.0
-0.9270847564033482,-1.0
10.411979585550878,-1.0
26.855349425636433,103.0
11.386009453754836,-5.0
-3.8516682442674353,1.0
9.232741218583987,-2.0
29.023330684017438,-2.0
-3.3741820507419162,-8.0
1.9372526656841007,-8.0
23.88224552328056,3.0
3.604139347998027,-6.0
18.886253232079277,20.0
5.978293207806201,-3.0
17.993309957680083,17.0
19.940214221066576,1.0
5.445186654822148,-7.0
-5.757762843837046,56.0
9.463930438372518,-9.0
22.27286608610394,1.0
25.089730010402754,0.0
-8.25235896861579,-6.0
-0.0008779729085559573,24.0
11.729038140330937,0.0
3.2351806155264127,50.0
7.042320510054823,-7.0
5.765749395624615,16.0
31.208045251467937,90.0
7.6662871361359795,59.0
13.78672718168095,144.0
26.00836756037642,-1.0
10.020498931970236,33.0
14.282820709198743,-2.0
15.584647622500926,7.0
9.247025190573636,434.0
9.846090207698644,2.0
-5.164118278884334,1.0
0.3314327522647771,44.0
16.866675972675907,-4.0
8.567762247779847,19.0
23.093153645524836,10.0
9.823855460539367,-2.0
10.955459412186555,-6.0
16.620429422776077,19.0
28.03689383953872,-6.0
-6.128287712470231,-2.0
-5.543130351017314,-5.0
-1.9839907953416624,0.0
25.529683777717594,7.0
13.156659886639451,-3.0
3.7153605491484605,8.0
35.06554752193398,31.0
13.866890892273245,118.0
20.56095857141237,477.0
7.167992256083798,-4.0
-4.3310169365191244,0.0
11.259499208097408,5.0
18.751654907045797,-13.0
-10.068400783450592,-4.0
19.082329694505297,-1.0
-6.399787346144647,0.0
15.5197132208214,-4.0
17.147295391317577,1.0
-2.1159668022173284,-10.0
6.496356451742361,16.0
7.103897969409079,28.0
18.81706308568814,-5.0
20.47334878516544,4.0
11.602011884293082,9.0
-0.37368361624231694,-5.0
-4.458506927040201,-3.0
-6.660010634830343,0.0
-3.016456119283342,19.0
-0.11938200352834505,-1.0
-0.9593544024444891,3.0
17.45601197911234,35.0
4.885290575099374,-3.0
22.016824927668864,-4.0
20.4449577522864,-8.0
8.55628849761863,-10.0
5.187796491931467,72.0
-2.548245599652967,-5.0
-0.6098027287484151,1.0
-8.402609691008424,-20.0
13.050043821507964,31.0
-9.390879136529062,12.0
25.550053123273557,37.0
-5.760432201519112,-4.0
2.8263006309453376,2.0
-0.8203505304188519,-1.0
21.007915123460094,-5.0
9.962256583502684,-9.0
4.536584573405895,-3.0
18.741591337463277,29.0
-2.8641573203177693,18.0
7.6856530794628135,152.0
14.20064438075463,35.0
0.6722038974329445,24.0
15.881743437674844,-9.0
-10.133829701590482,-1.0
3.5781121045722033,2.0
16.78242595901503,0.0
8.007650535824931,1.0
17.05855012377051,3.0
0.8740419286801924,-11.0
9.885783359548837,-4.0
19.806431757427653,-1.0
0.6958728422119145,34.0
7.147641841168943,4.0
-16.14656514345038,75.0
-9.04578421861699,20.0
-1.7366853178653519,-3.0
1.787817564498729,-4.0
14.047408474999054,-1.0
15.85215079744808,-2.0
12.947192420009761,103.0
25.742776357282395,188.0
9.910569051236298,-6.0
1.581239267236838,0.0
14.599612537668781,4.0
10.490135067101207,-10.0
3.918838886373555,12.0
-10.016563232868585,-11.0
4.450028196888323,-1.0
19.456009995008003,65.0
-1.3734698529864298,23.0
0.43396532274578403,13.0
26.10926132790034,9.0
1.8516526489599272,2.0
9.913570876022694,6.0
7.314796261373575,-1.0
10.685432043487301,-5.0
11.925042083272881,-1.0
30.503447253386007,3.0
-4.829806376215812,-4.0
25.418186664340233,74.0
22.736369387577085,16.0
12.346080584446545,43.0
6.728071874116129,1.0
-2.757467638897835,-6.0
13.877631470862498,43.0
12.397157629330424,-11.0
9.214235120261154,-3.0
-7.1015758255394115,-9.0
5.527190426192677,15.0
-7.186808029016511,19.0
9.357986791956806,-6.0
1.5129061055881614,-2.0
-5.055550446490177,-6.0
6.147787790177391,6.0
13.246294704442102,2.0
17.595297257268406,27.0
-13.981635924764095,-1.0
1.7833149879119619,30.0
4.903280820195462,78.0
1.5408425624574722,1.0
24.553699211258724,15.0
-6.164067310281224,-6.0
21.571027956060405,13.0
4.107362123474218,-2.0
29.106232684151557,38.0
9.620126033354303,15.0
4.932705803393782,22.0
-14.04704105573749,-3.0
9.792736002633298,78.0
10.96609418480659,1.0
17.508965562543537,-4.0
0.3944458469519474,-9.0
21.193541481769984,12.0
-1.113532749390305,17.0
17.12045867874484,63.0
11.671727213774142,0.0
14.842685272746637,21.0
-3.238755558924699,102.0
0.14791710249860746,10.0
-6.5160391990827335,-6.0
7.725648846967628,-3.0
14.26968659736931,-7.0
-8.029268323871127,-2.0
4.96988712140795,-1.0
3.653154273474235,134.0
-9.267324775305594,-2.0
12.764869690973862,122.0
-4.134434458518838,-3.0
4.383229528502029,-1.0
15.374859564376171,26.0
20.459347273767655,73.0
13.914098966319637,-2.0
21.41517206118351,0.0
11.403268031110121,9.0
12.099523051106223,5.0
5.816957666605781,191.0
0.8339476017988243,1.0
1.4760475209453157,2.0
9.754880452910184,-2.0
7.370522860064019,17.0
17.178726067365318,86.0
-11.860633510946316,-1.0
9.926053917358699,31.0
3.70243157215687,55.0
9.411794609969872,5.0
10.688017382177296,-6.0
20.909133149521324,0.0
1.629931797342425,58.0
13.687853598204528,19.0
-8.506230988094341,123.0
-6.014021358646831,235.0
8.555220979710592,33.0
0.4751365501826106,-2.0
7.09344879872153,-4.0
9.039941509746615,-4.0
17.834008095326745,-5.0
17.338354488485813,-6.0
-5.090228667022659,36.0
4.144529632939454,12.0
18.575066994554675,23.0
11.900739558551773,44.0
8.676798879032392,5.0
18.202548045662574,-11.0
-6.6114975238027816,-10.0
4.138270006243792,-5.0
9.404630529408019,10.0
12.454649864789893,-3.0
-4.220173498109961,-4.0
18.84453779754739,-1.0
-6.228561712093228,12.0
14.844847281155365,-2.0
17.72318353392096,2.0
14.41653451587545,-1.0
6.882350168299245,-2.0
14.842015066752376,-9.0
10.019914413866546,-1.0
17.603653686768865,-10.0
10.228646516620262,-7.0
0.06226387082642626,-7.0
-10.352711619859065,60.0
-3.585675424353995,-3.0
10.830306493419823,-2.0
7.699351217984763,22.0
2.3234881730291166,3.0
5.472748537249652,-4.0
3.3703779223910564,-1.0
7.825394122083003,15.0
1.1628437615923453,-7.0
15.51098810241013,-10.0
7.453472942216102,-5.0
1.7396087477263258,-3.0
2.7049750255300573,-3.0
2.707565844837185,79.0
4.1606113186550076,0.0
-3.780814185632699,1.0
8.425229705696426,4.0
8.946250491812107,5.0
14.801914947702079,41.0
-1.186471679555344,8.0
10.215142715971782,-4.0
-1.6690669513280485,-3.0
3.8272197411374744,-7.0
11.945384959336423,-5.0
9.65230795351994,-8.0
4.453014077631576,7.0
2.517306306750017,-4.0
9.001551019560965,22.0
3.4534992300777487,-3.0
3.6187320590708127,-3.0
4.779495443311184,5.0
18.077911844005406,56.0
16.093432429459767,5.0
-3.1042455741775017,-6.0
12.686462382888617,11.0
6.311495686303916,0.0
18.067917588610584,-3.0
25.38808929922029,-6.0
0.28942609857890167,-3.0
19.493974068272287,-4.0
3.9913326065818593,-8.0
12.159646345385086,-1.0
5.181316389717164,-4.0
17.901910473081962,-3.0
18.471213782079012,133.0
25.402719162697146,103.0
15.421873113992985,26.0
2.5927864635460303,36.0
22.37955674353399,29.0
0.975169779704566,-3.0
-2.390480470869541,-5.0
19.526262728243076,-5.0
14.185403817393889,3.0
6.259981104903176,17.0
1.8586952167617916,-10.0
2.4774050612538563,-4.0
16.47529261789267,-4.0
26.109073312664336,22.0
15.15267208294006,-3.0
10.329032913846678,0.0
-0.6075216729153916,-10.0
-10.995801306155663,-1.0
0.6542191825504289,18.0
14.808483499349181,0.0
4.9368320976883755,-8.0
1.2742042061865524,1.0
7.186603611836318,-5.0
